level,action_type,message,timestamp,actor_id,subject_id,ip_address,user_agent
DEBUG,ROLE_CREATED,"Creating system roles",2025-10-08 09:49:52.313943,,,,
INFO,SYSTEM_STARTUP,"Starting system initialization",2025-10-08 09:49:52.303678,,,,
INFO,SYSTEM_STARTUP,"System initialization completed successfully",2025-10-08 09:49:44.492952,,,,
DEBUG,USER_CREATED,"System administrator already exists",2025-10-08 09:49:44.491315,,,,
DEBUG,ROLE_CREATED,"Creating system roles",2025-10-08 09:49:44.488924,,,,
INFO,SYSTEM_STARTUP,"Starting system initialization",2025-10-08 09:49:44.477788,,,,
INFO,SYSTEM_EXPORT,"Data export completed successfully: export.csv",2025-10-08 09:41:19.546822,,,,
INFO,SYSTEM_EXPORT,"Starting data export to: export.csv",2025-10-08 09:41:19.543872,,,,
INFO,SYSTEM_EXPORT,"Data export completed successfully: /app/exports/users.csv",2025-10-08 09:39:51.187784,,,,
INFO,SYSTEM_EXPORT,"Starting data export to: /app/exports/users.csv",2025-10-08 09:39:51.18198,,,,
DEBUG,USER_UPDATED,"Updated last login timestamp for user: admin@sys.local",2025-10-08 09:39:44.015551,8725913d-cf95-4be5-ae0b-bb8524411a3c,,192.168.1.100,CLI Client
INFO,SYSTEM_LOGIN,"User login successful: admin@sys.local",2025-10-08 09:39:44.011846,8725913d-cf95-4be5-ae0b-bb8524411a3c,,192.168.1.100,CLI Client
INFO,SYSTEM_STARTUP,"System initialization completed successfully",2025-10-08 09:39:28.44234,,,,
DEBUG,USER_CREATED,"System administrator already exists",2025-10-08 09:39:28.440555,,,,
DEBUG,ROLE_CREATED,"Creating system roles",2025-10-08 09:39:28.438288,,,,
INFO,SYSTEM_STARTUP,"Starting system initialization",2025-10-08 09:39:28.427843,,,,
INFO,SYSTEM_STARTUP,"System initialization completed successfully",2025-10-08 09:39:18.741586,,,,
DEBUG,USER_CREATED,"System administrator already exists",2025-10-08 09:39:18.739786,,,,
DEBUG,ROLE_CREATED,"Creating system roles",2025-10-08 09:39:18.737211,,,,
INFO,SYSTEM_STARTUP,"Starting system initialization",2025-10-08 09:39:18.725685,,,,
ERROR,SYSTEM_EXPORT,"Data export failed: /app/exports/users.sql",2025-10-08 09:34:17.107993,,,,
INFO,SYSTEM_EXPORT,"Starting data export to: /app/exports/users.sql",2025-10-08 09:34:17.105812,,,,
DEBUG,USER_UPDATED,"Updated last login timestamp for user: admin@sys.local",2025-10-08 09:34:01.716926,8725913d-cf95-4be5-ae0b-bb8524411a3c,,192.168.1.100,CLI Client
INFO,SYSTEM_LOGIN,"User login successful: admin@sys.local",2025-10-08 09:34:01.711655,8725913d-cf95-4be5-ae0b-bb8524411a3c,,192.168.1.100,CLI Client
INFO,SYSTEM_STARTUP,"System initialization completed successfully",2025-10-08 09:33:45.27333,,,,
DEBUG,USER_CREATED,"System administrator already exists",2025-10-08 09:33:45.271596,,,,
DEBUG,ROLE_CREATED,"Creating system roles",2025-10-08 09:33:45.269486,,,,
INFO,SYSTEM_STARTUP,"Starting system initialization",2025-10-08 09:33:45.25874,,,,
INFO,SYSTEM_STARTUP,"System initialization completed successfully",2025-10-08 09:33:31.20142,,,,
DEBUG,USER_CREATED,"System administrator already exists",2025-10-08 09:33:31.199584,,,,
DEBUG,ROLE_CREATED,"Creating system roles",2025-10-08 09:33:31.195527,,,,
INFO,SYSTEM_STARTUP,"Starting system initialization",2025-10-08 09:33:31.173293,,,,
INFO,SYSTEM_EXPORT,"Data export completed successfully: export.json",2025-10-08 09:27:19.093473,,,,
INFO,SYSTEM_EXPORT,"Starting data export to: export.json",2025-10-08 09:27:19.090511,,,,
INFO,SYSTEM_EXPORT,"Data export completed successfully: D:\\exports\\exports.json",2025-10-08 09:26:42.117544,,,,
INFO,SYSTEM_EXPORT,"Starting data export to: D:\\exports\\exports.json",2025-10-08 09:26:42.114442,,,,
INFO,SYSTEM_EXPORT,"Data export completed successfully: D:\\exports",2025-10-08 09:26:07.481232,,,,
INFO,SYSTEM_EXPORT,"Starting data export to: D:\\exports",2025-10-08 09:26:07.469201,,,,
DEBUG,USER_UPDATED,"Updated last login timestamp for user: admin@sys.local",2025-10-08 09:25:49.328024,8725913d-cf95-4be5-ae0b-bb8524411a3c,,192.168.1.100,CLI Client
INFO,SYSTEM_LOGIN,"User login successful: admin@sys.local",2025-10-08 09:25:49.204612,8725913d-cf95-4be5-ae0b-bb8524411a3c,,192.168.1.100,CLI Client
INFO,SYSTEM_STARTUP,"System initialization completed successfully",2025-10-08 09:25:25.926043,,,,
DEBUG,USER_CREATED,"System administrator already exists",2025-10-08 09:25:25.924402,,,,
DEBUG,ROLE_CREATED,"Creating system roles",2025-10-08 09:25:25.9222,,,,
INFO,SYSTEM_STARTUP,"Starting system initialization",2025-10-08 09:25:25.910867,,,,
INFO,SYSTEM_STARTUP,"System initialization completed successfully",2025-10-08 09:25:12.86558,,,,
DEBUG,USER_CREATED,"System administrator already exists",2025-10-08 09:25:12.863667,,,,
DEBUG,ROLE_CREATED,"Creating system roles",2025-10-08 09:25:12.860496,,,,
INFO,SYSTEM_STARTUP,"Starting system initialization",2025-10-08 09:25:12.84562,,,,
DEBUG,USER_UPDATED,"Updated last login timestamp for user: admin@sys.local",2025-10-08 09:19:51.131757,8725913d-cf95-4be5-ae0b-bb8524411a3c,,192.168.1.100,CLI Client
INFO,SYSTEM_LOGIN,"User login successful: admin@sys.local",2025-10-08 09:19:51.128381,8725913d-cf95-4be5-ae0b-bb8524411a3c,,192.168.1.100,CLI Client
INFO,SYSTEM_STARTUP,"System initialization completed successfully",2025-10-08 09:19:29.945277,,,,
DEBUG,USER_CREATED,"System administrator already exists",2025-10-08 09:19:29.943659,,,,
DEBUG,ROLE_CREATED,"Creating system roles",2025-10-08 09:19:29.941222,,,,
INFO,SYSTEM_STARTUP,"Starting system initialization",2025-10-08 09:19:29.930664,,,,
INFO,SYSTEM_STARTUP,"System initialization completed successfully",2025-10-08 09:14:17.216027,,,,
DEBUG,USER_CREATED,"System administrator already exists",2025-10-08 09:14:17.213914,,,,
DEBUG,ROLE_CREATED,"Creating system roles",2025-10-08 09:14:17.21102,,,,
INFO,SYSTEM_STARTUP,"Starting system initialization",2025-10-08 09:14:17.200466,,,,
DEBUG,USER_UPDATED,"Updated last login timestamp for user: admin@sys.local",2025-10-08 09:11:36.802267,8725913d-cf95-4be5-ae0b-bb8524411a3c,,192.168.1.100,CLI Client
INFO,SYSTEM_LOGIN,"User login successful: admin@sys.local",2025-10-08 09:11:36.797589,8725913d-cf95-4be5-ae0b-bb8524411a3c,,192.168.1.100,CLI Client
INFO,SYSTEM_STARTUP,"System initialization completed successfully",2025-10-08 09:11:26.573071,,,,
DEBUG,USER_CREATED,"System administrator already exists",2025-10-08 09:11:26.571405,,,,
DEBUG,ROLE_CREATED,"Creating system roles",2025-10-08 09:11:26.5692,,,,
INFO,SYSTEM_STARTUP,"Starting system initialization",2025-10-08 09:11:26.558183,,,,
INFO,SYSTEM_STARTUP,"System initialization completed successfully",2025-10-08 09:11:19.192585,,,,
DEBUG,USER_CREATED,"System administrator already exists",2025-10-08 09:11:19.190765,,,,
DEBUG,ROLE_CREATED,"Creating system roles",2025-10-08 09:11:19.187041,,,,
INFO,SYSTEM_STARTUP,"Starting system initialization",2025-10-08 09:11:19.165522,,,,
INFO,SECURITY_PASSWORD_RESET,"Admin password reset successful for user: admin@sys.local",2025-10-08 09:08:44.293711,,8725913d-cf95-4be5-ae0b-bb8524411a3c,192.168.1.100,CLI Client
INFO,SYSTEM_LOGIN,"User login successful - password change required: admin@sys.local",2025-10-08 09:08:31.082204,8725913d-cf95-4be5-ae0b-bb8524411a3c,,192.168.1.100,CLI Client
INFO,SYSTEM_STARTUP,"System initialization completed successfully",2025-10-08 09:08:20.548181,,,,
DEBUG,USER_CREATED,"System administrator already exists",2025-10-08 09:08:20.546559,,,,
DEBUG,ROLE_CREATED,"Creating system roles",2025-10-08 09:08:20.544421,,,,
INFO,SYSTEM_STARTUP,"Starting system initialization",2025-10-08 09:08:20.533856,,,,
INFO,SYSTEM_STARTUP,"System initialization completed successfully",2025-10-08 09:08:03.11739,,,,
INFO,USER_CREATED,"System administrator created successfully with temporary password",2025-10-08 09:08:03.115257,,8725913d-cf95-4be5-ae0b-bb8524411a3c,,
INFO,USER_CREATED,"Creating system administrator account",2025-10-08 09:08:03.088215,,,,
DEBUG,ROLE_CREATED,"Creating system roles",2025-10-08 09:08:03.085832,,,,
INFO,SYSTEM_STARTUP,"Starting system initialization",2025-10-08 09:08:03.065948,,,,
WARNING,SECURITY_ACCESS_DENIED,"Invalid password for user: admin@system.local",2025-10-08 09:06:26.616342,,5b7053ca-6de0-4943-ae0d-fa863a2a0dfb,192.168.1.100,CLI Client
INFO,SYSTEM_STARTUP,"System initialization completed successfully",2025-10-08 08:58:03.333029,,,,
DEBUG,USER_CREATED,"System administrator already exists",2025-10-08 08:58:03.331376,,,,
DEBUG,ROLE_CREATED,"Creating system roles",2025-10-08 08:58:03.329067,,,,
INFO,SYSTEM_STARTUP,"Starting system initialization",2025-10-08 08:58:03.318414,,,,
INFO,SYSTEM_STARTUP,"System initialization completed successfully",2025-10-08 08:57:40.376401,,,,
DEBUG,USER_CREATED,"System administrator already exists",2025-10-08 08:57:40.37415,,,,
DEBUG,ROLE_CREATED,"Creating system roles",2025-10-08 08:57:40.371711,,,,
INFO,SYSTEM_STARTUP,"Starting system initialization",2025-10-08 08:57:40.360789,,,,
INFO,SYSTEM_STARTUP,"System initialization completed successfully",2025-10-08 08:25:21.65656,,,,
DEBUG,USER_CREATED,"System administrator already exists",2025-10-08 08:25:21.654079,,,,
DEBUG,ROLE_CREATED,"Creating system roles",2025-10-08 08:25:21.651195,,,,
INFO,SYSTEM_STARTUP,"Starting system initialization",2025-10-08 08:25:21.638939,,,,
ERROR,SYSTEM_LOGIN,"Failed login attempt - user not found: aaaa@aaa.aaa",2025-10-08 07:07:34.514366,,,192.168.1.100,CLI Client
